OSH-0001	OSH	OSH-01	職業安全衛生法	第1條	民國114年12月19日	總則	1	《職業安全衛生法》的立法目的為何？	管理環境污染排放，維護居民生活品質	規範勞資雙方工資給付及工時之標準	提高事業單位生產效率並增進營運績效	防止職業災害，保障工作者安全及健康	What is the legislative purpose of the Occupational Safety and Health Act?	To control environmental pollutant discharge and protect residents' living quality	To regulate wage payment and working-hour standards between employers and workers	To improve enterprise productivity and enhance overall operating performance	To prevent occupational accidents and protect workers' safety and health	d	第1條：為防止職業災害，保障工作者安全及健康，特制定本法。	Article 1: The Act is enacted to prevent occupational accidents and protect the safety and health of workers.	active	1		
OSH-0025	OSH	OSH-01	職業安全衛生法	第13條	民國114年12月19日	化學品管理	2	製造者或輸入者對於化學物質清單以外之「新化學物質」，於製造或輸入前應完成何事？	於全國性報紙刊登公開廣告，並函知同業公會備查	取得國際標準組織品質管理系統認證，並公告周知	向中央主管機關繳交化學物質安全評估報告，並經核准登記	向海關申報化學物質成分及數量，並取得放行通知	Before manufacturing or importing a 'new chemical substance' not on the chemical substance inventory, a manufacturer or importer shall:	Publish a public advertisement in a national newspaper and notify the trade association for its record	Obtain an ISO quality management system certification and publicly announce that certification to the trade	Submit a chemical substance safety assessment report to the central competent authority and obtain approved registration	Declare the chemical substance's composition and quantity to the customs authority and obtain a release notice	c	第13條第1項：對於中央主管機關公告之化學物質清單以外之新化學物質，未向中央主管機關繳交化學物質安全評估報告，並經核准登記前，不得製造或輸入含有該物質之化學品。	Article 13(1): chemicals containing a new chemical substance shall not be manufactured or imported until a safety assessment report has been submitted and registration approved.	active	1		
OSH-0026	OSH	OSH-01	職業安全衛生法	第14條	民國114年12月19日	化學品管理	2	依本法第14條第1項，對於經中央主管機關指定之「管制性化學品」，原則上如何？	不得製造、輸入、供應或供工作者處置、使用，但經中央主管機關許可者不在此限	僅須依規定標示及提供安全資料表，即得製造、輸入及供工作者使用	僅須將運作資料報請地方主管機關備查，即得製造、輸入及供工作者使用	得自由製造、輸入、供應或供工作者處置使用，無須經中央主管機關許可	Under Article 14(1), what is the rule for 'controlled chemicals' designated by the central competent authority?	They shall not be manufactured, imported, supplied or handled/used by workers, unless permitted by the central competent authority	Labeling them and providing safety data sheets alone allows them to be manufactured, imported and used by workers	Reporting the operation data to the local competent authority alone allows their manufacture, import and use	They may be freely manufactured, imported, supplied or handled and used by workers without any permit from the authority	a	第14條第1項：對於經中央主管機關指定之管制性化學品，不得製造、輸入、供應或供工作者處置、使用。但經中央主管機關許可者，不在此限。	Article 14(1): controlled chemicals shall not be manufactured, imported, supplied or handled/used by workers unless permitted by the central competent authority.	active	1		
OSH-0027	OSH	OSH-01	職業安全衛生法	第14條	民國114年12月19日	化學品管理	2	對於中央主管機關指定之「優先管理化學品」，製造者、輸入者、供應者或雇主應如何辦理？	將相關運作資料報請中央主管機關備查	完全禁止製造使用，無須報請任何機關	將相關運作資料報請地方主管機關核准	將相關運作資料報請勞動檢查機構許可	For 'priority management chemicals' designated by the central competent authority, manufacturers, importers, suppliers or employers shall:	Report the relevant operation data to the central competent authority for record	Stop all manufacture and use entirely, with no report to any authority	Report the relevant operation data to the local competent authority for approval	Report the relevant operation data to the labor inspection agency for a permit	a	第14條第2項：對於中央主管機關指定之優先管理化學品，應將相關運作資料報請中央主管機關備查。	Article 14(2): relevant operation data of priority management chemicals shall be reported to the central competent authority for record.	active	1		
OSH-0028	OSH	OSH-01	職業安全衛生法	第15條	民國114年12月19日	製程安全	2	依本法第15條，下列何種工作場所應定期實施製程安全評估並製作報告？	從事石油裂解之石化工業	餐飲業廚房調理場所	小型零售商店賣場	一般行政辦公大樓場所	Under Article 15, which workplace shall periodically conduct process safety assessment and prepare a report?	Petrochemical industry engaged in petroleum cracking	A restaurant kitchen used for food preparation	A small retail shop with a sales floor	A general administrative office building workplace	a	第15條第1項：從事石油裂解之石化工業，及從事製造、處置或使用危害性化學品數量達規定量以上之工作場所，應依規定期限定期實施製程安全評估，製作報告並採取必要之預防措施；製程修改時亦同。	Article 15(1): petrochemical plants engaged in petroleum cracking, and workplaces manufacturing, handling or using hazardous chemicals above the prescribed quantity, shall periodically conduct process safety assessment, prepare reports and take preventive measures; the same applies when the process is modified.	active	1		
OSH-0029	OSH	OSH-01	職業安全衛生法	第15條	民國114年12月19日	製程安全	2	製程安全評估報告，事業單位應報請何機關備查？	勞動檢查機構	地方消防機關	環保機關	經濟部工業局	To which agency shall the enterprise submit the process safety assessment report for record?	The labor inspection agency	The local fire authority	The environmental protection authority	The Industrial Development Bureau	a	第15條第2項：前項製程安全評估報告，事業單位應報請勞動檢查機構備查。	Article 15(2): the process safety assessment report shall be submitted to the labor inspection agency for record.	active	1		
OSH-0030	OSH	OSH-01	職業安全衛生法	第15-1條	民國114年12月19日	工程安全	3	依本法第15條之1，事業單位將一定規模以上之工程交付規劃、設計時，應辦理下列何者？	分析潛在施工危害，編製安全衛生圖說及規範，量化編列安全衛生費用，並製作工程規劃設計安全分析報告	分析潛在施工成本，編製工程預算書及發包文件，量化編列工程管理費用，並製作工程規劃設計成本分析報告	分析潛在施工進度，編製施工進度網圖及計畫，量化編列趕工獎金費用，並製作工程施工進度管制查核報告	分析潛在營運風險，編製營造綜合保險文件，量化編列保險費用，並製作工程保險理賠處理作業報告	Under Article 15-1, when an enterprise commissions planning and design of a construction project above a certain scale, it shall:	Analyze potential construction hazards, prepare safety and health drawings and specifications, quantify safety and health costs, and prepare a planning and design safety analysis report	Analyze potential construction costs, prepare the project budget and tender documents, quantify project management costs, and prepare a planning and design cost analysis report	Analyze potential schedule risks, prepare the construction schedule network and plan, quantify acceleration bonus costs, and prepare a schedule control audit report	Analyze potential operating risks, prepare contractor's all-risk insurance documents, quantify insurance premium costs, and prepare an insurance claim handling report	a	第15條之1第1項：應依其工程特性，分析潛在施工危害，編製安全衛生圖說及規範，量化編列安全衛生費用，並製作工程規劃設計安全分析報告。	Article 15-1(1): based on the project characteristics, analyze potential construction hazards, prepare safety and health drawings and specifications, quantify safety and health costs, and prepare a planning and design safety analysis report.	active	1		
OSH-0031	OSH	OSH-01	職業安全衛生法	第15-1條	民國114年12月19日	工程安全	3	依本法第15條之1第2項，事業單位將工程交付施工時，應使施工者事前依工程規劃設計安全分析報告做什麼？	轉交報告予監造單位，由監造單位代為評估風險並納入計畫	評估施工風險，採取必要預防設備及措施，納入施工計畫書並確實執行	閱讀報告內容，於報告封面簽名確認，送交監造單位存查即可	評估施工成本，編列必要預備工程費用，納入工程預算書並確實執行	Under Article 15-1(2), when commissioning construction, the enterprise shall require the contractor, based on the safety analysis report, to:	Forward the report to the supervising unit and let that unit assess the risks and incorporate them into the plan	Assess construction risks, adopt necessary preventive equipment and measures, incorporate them into the construction plan and implement them	Read the report, sign the cover page to confirm receipt, and send the signed report to the supervising unit for filing	Assess construction costs, budget the necessary contingency expenses, incorporate them into the project budget and implement them	b	第15條之1第2項：應使該施工者於事前依工程規劃設計安全分析報告，評估施工風險，採取必要之預防設備及措施，納入施工計畫書，並確實執行。第3項：事業單位應指派人員或委託專業機構監督及查證。	Article 15-1(2): the contractor shall assess construction risks in advance based on the report, adopt necessary preventive equipment and measures, incorporate them into the construction plan and implement them; under paragraph 3 the enterprise shall assign personnel or a professional body to supervise and verify.	active	1		
OSH-0032	OSH	OSH-01	職業安全衛生法	第16條	民國114年12月19日	機械設備	1	經中央主管機關指定具有危險性之機械或設備，須經何者檢查合格始得使用？	勞動檢查機構或中央主管機關指定之代行檢查機構	製造廠商依規定自行實施檢查之內部檢查單位	全國性同業公會設置之產品審查委員會	事業單位雇主指定之內部自動檢查人員	Designated dangerous machinery or equipment may be used only after passing inspection by:	The labor inspection agency or an agent inspection institution designated by the central competent authority	The inspection unit of the manufacturer that carries out self-inspection under the relevant regulations	The product review committee established by the national trade association of the industry	The internal automatic inspection personnel designated by the employer of the enterprise	a	第16條第1項：非經勞動檢查機構或中央主管機關指定之代行檢查機構檢查合格，不得使用；其使用超過規定期間者，非經再檢查合格，不得繼續使用。	Article 16(1): they shall not be used unless inspected and passed by the labor inspection agency or a designated agent inspection institution; after the prescribed period, re-inspection is required.	active	1		
OSH-0033	OSH	OSH-01	職業安全衛生法	第17條	民國114年12月19日	安全衛生設施	2	勞工工作場所之建築物，應由何人依建築法規及本法安全衛生規定設計？	職業安全衛生管理員	雇主本人或其指定人員	工地主任或工地負責人	依法登記開業之建築師	Buildings used as laborers' workplaces shall be designed by whom, in accordance with building regulations and the safety and health provisions of the Act?	An occupational safety and health administrator	The employer personally or a designated person	The site director or the site person in charge	A legally registered practicing architect	d	第17條：勞工工作場所之建築物，應由依法登記開業之建築師依建築法規及本法有關安全衛生之規定設計。	Article 17: buildings of laborers' workplaces shall be designed by a legally registered practicing architect in accordance with building regulations and the safety and health provisions of the Act.	active	1		
OSH-0034	OSH	OSH-01	職業安全衛生法	第18條	民國114年12月19日	緊急應變	1	工作場所有立即發生危險之虞時，雇主或工作場所負責人應如何處置？	即令停止作業，並使勞工退避至安全場所	先通報勞動檢查機構，等待檢查員到場處理	要求勞工加快作業，儘速完成後再行退避	以口頭提醒勞工小心，並繼續原有作業	When there is an imminent danger in the workplace, the employer or workplace manager shall:	Immediately order work to stop and have laborers withdraw to a safe place	Notify the labor inspection agency first and wait for an inspector to arrive	Ask laborers to speed up the work and withdraw only after finishing	Verbally remind laborers to be careful and continue the ongoing work	a	第18條第1項：工作場所有立即發生危險之虞時，雇主或工作場所負責人應即令停止作業，並使勞工退避至安全場所。	Article 18(1): when there is an imminent danger in the workplace, the employer or workplace manager shall immediately order work to stop and have laborers withdraw to a safe place.	active	1		
OSH-0035	OSH	OSH-01	職業安全衛生法	第18條	民國114年12月19日	緊急應變	2	勞工執行職務發現有立即發生危險之虞時，得自行停止作業退避，並應如何處理？	逕行離開公司不必通知	先向媒體投訴	三日內以書面通知雇主	立即向直屬主管報告	When a laborer discovers an imminent danger while performing duties and stops work to withdraw, the laborer shall also:	Leave the company without notice	Complain to the media first	Notify the employer in writing within three days	Immediately report to the direct supervisor	d	第18條第2項：勞工執行職務發現有立即發生危險之虞時，得在不危及其他工作者安全情形下，自行停止作業及退避至安全場所，並立即向直屬主管報告。	Article 18(2): the laborer may stop work and withdraw to a safe place without endangering other workers, and shall immediately report to the direct supervisor.	active	1		
OSH-0036	OSH	OSH-01	職業安全衛生法	第18條	民國114年12月19日	緊急應變	2	勞工依法自行停止作業退避後，雇主得否對其解僱、調職或不給付停止作業期間工資？	得，雇主得予以記過及調職，但須經工會同意並報勞動檢查機構備查後為之	得，雇主得扣除停止作業當日工資，但應經勞資會議同意並報主管機關核准	不得，但雇主證明勞工濫用停止作業權，經報主管機關認定並符合勞動法令者不在此限	得，雇主僅需事後將處分結果報請主管機關備查，並符合勞動法令規定即可	After a laborer lawfully stops work and withdraws, may the employer dismiss, transfer or withhold wages for the stoppage period?	Yes, a demerit and a transfer may be imposed after union consent and a filing with the labor inspection agency	Yes, the day's wages may be deducted with the consent of the labor-management conference and authority approval	No, unless the employer proves abuse of the right, confirmed by the competent authority and compliant with labor laws	Yes, the employer need only report the disciplinary outcome to the competent authority for record afterwards	c	第18條第3項：雇主不得對前項勞工予以解僱、調職、不給付停止作業期間工資或其他不利之處分。但雇主證明勞工濫用停止作業權，經報主管機關認定，並符合勞動法令規定者，不在此限。	Article 18(3): the employer shall not dismiss, transfer, withhold wages or impose other adverse treatment, unless the employer proves the laborer abused the right, as confirmed by the competent authority and in compliance with labor laws.	active	1		
OSH-0037	OSH	OSH-01	職業安全衛生法	第19條	民國114年12月19日	工時與健康	1	在高溫場所工作之勞工，雇主不得使其每日工作時間超過幾小時？	十小時	八小時	六小時	四小時	For laborers working in high-temperature workplaces, the employer shall not make them work more than how many hours per day?	Ten hours	Eight hours	Six hours	Four hours	c	第19條第1項：在高溫場所工作之勞工，雇主不得使其每日工作時間超過六小時。	Article 19(1): laborers working in high-temperature workplaces shall not work more than six hours per day.	active	1		
OSH-0038	OSH	OSH-01	職業安全衛生法	第19條	民國114年12月19日	工時與健康	2	依本法第19條，下列何種作業應規定減少勞工工作時間並在工作時間中予以適當休息？	倉庫盤點作業、貨架整理作業、標籤黏貼、單據核對	一般文書作業、資料建檔作業、影印作業、會議紀錄	異常氣壓作業、高架作業、精密作業、重體力勞動	客服電話作業、線上客服作業、簡訊回覆、郵件處理	Under Article 19, which operations require reduced working hours and appropriate rest during working hours?	Warehouse stocktaking, shelf tidying, label affixing, document checking	General clerical work, data filing work, photocopying, meeting minutes	Abnormal pressure work, work at height, precision work, heavy physical labor	Customer service calls, online chat support, text replies, mail handling	c	第19條第1項：異常氣壓作業、高架作業、精密作業、重體力勞動或其他對於勞工具有特殊危害之作業，亦應規定減少勞工工作時間，並在工作時間中予以適當之休息。	Article 19(1): abnormal pressure work, work at height, precision work, heavy physical labor and other work with special hazards shall have reduced working hours and appropriate rest.	active	1		
OSH-0039	OSH	OSH-01	職業安全衛生法	第20條	民國114年12月19日	健康管理	1	依本法第20條，雇主於僱用勞工時應施行何種檢查？	職業病鑑定	特殊健康檢查	體格檢查	心理測驗	Under Article 20, what examination shall the employer conduct when hiring a laborer?	An occupational disease appraisal	A special health examination	A physical examination	A psychological test	c	第20條第1項：雇主於僱用勞工時，應施行體格檢查；對在職勞工應施行一般健康檢查、特別危害健康作業之特殊健康檢查及指定之特定對象與特定項目健康檢查。	Article 20(1): the employer shall conduct a physical examination upon hiring; for in-service laborers, general health examinations, special health examinations for especially hazardous work, and designated examinations for specific groups/items.	active	1		
OSH-0040	OSH	OSH-01	職業安全衛生法	第20條	民國114年12月19日	健康管理	1	勞工體格及健康檢查之費用由何人負擔？檢查紀錄由何人保存？	費用由雇主負擔；紀錄由雇主保存	費用由工會負擔；紀錄由工會保存	費用由勞工負擔；紀錄由勞工保存	費用由政府負擔；紀錄由醫院保存	Who bears the cost of laborers' physical and health examinations, and who keeps the records?	The employer bears the cost; the employer keeps the records	The union bears the cost; the union keeps the records	The laborer bears the cost; the laborer keeps the records	The government bears the cost; the hospital keeps the records	a	第20條第2項：檢查應由認可之醫療機構之醫師為之；檢查紀錄雇主應予保存，並負擔健康檢查費用。	Article 20(2): examinations shall be performed by physicians of approved medical institutions; the employer shall keep the records and bear the cost.	active	1		
OSH-0041	OSH	OSH-01	職業安全衛生法	第20條	民國114年12月19日	健康管理	3	實施特殊健康檢查時，雇主應提供何種資料予醫療機構？	勞工歷年學歷證明及技能訓練證書	勞工三親等內家族病史及遺傳疾病	勞工近三年薪資結構及加班時數明細	勞工作業內容及暴露情形等作業經歷資料	When conducting special health examinations, what information shall the employer provide to the medical institution?	Education certificates such as diplomas and training records	Family medical history such as hereditary disease records	Salary structure details such as overtime hours and bonuses	Work history data such as job content and exposure conditions	d	第20條第2項：實施特殊健康檢查時，雇主應提供勞工作業內容及暴露情形等作業經歷資料予醫療機構。	Article 20(2): when conducting special health examinations, the employer shall provide the medical institution with the laborer's work history data, including job content and exposure conditions.	active	1		
OSH-0042	OSH	OSH-01	職業安全衛生法	第20條	民國114年12月19日	健康管理	3	醫療機構對於健康檢查結果，應通報中央主管機關備查；其中一般健康檢查結果之通報範圍為何？	以指定項目檢查結果正常者為限	以指定項目發現異常者為限	以全部檢查項目之結果為限	以雇主自行決定通報之項目為限	Medical institutions shall report health examination results to the central competent authority; what is the scope of reporting for general health examinations?	Limited to normal findings in designated items	Limited to abnormal findings in designated items	Limited to all findings in every item examined	Limited to items the employer chooses to report	b	第20條第4項：醫療機構對於健康檢查之結果，應通報中央主管機關備查。但一般健康檢查結果之通報，以指定項目發現異常者為限。	Article 20(4): results shall be reported to the central competent authority, but for general health examinations only abnormal findings in designated items are reported.	active	1		
OSH-0043	OSH	OSH-01	職業安全衛生法	第20條	民國114年12月19日	健康管理	1	勞工對於雇主依法安排之體格及健康檢查，有無接受之義務？	僅主管有義務	可自由選擇不接受	有接受之義務	僅新進人員有義務	Is a laborer obliged to undergo the physical and health examinations lawfully arranged by the employer?	Only supervisory laborers are obliged	No, the laborer may freely decline them	Yes, the laborer is obliged to undergo them	Only newly hired laborers are obliged	c	第20條第6項：勞工對於第一項之檢查，有接受之義務。	Article 20(6): laborers are obliged to undergo the examinations under paragraph 1.	active	1		
OSH-0044	OSH	OSH-01	職業安全衛生法	第21條	民國114年12月19日	健康管理	2	健康檢查發現勞工經醫師健康評估不能適應原有工作時，雇主應如何處理？	參採醫師建議，變更其作業場所、更換工作或縮短工作時間，並採取健康管理措施	逕予解僱該勞工，並將解僱事由函報勞動檢查機構備查，不須另採其他措施	扣減其部分薪資作為健康管理費用，並要求勞工簽署工作風險同意書後續任	要求勞工自費治療至康復後始得復工，治療期間之工資由勞工自行負擔	When a health examination shows that a laborer cannot adapt to the original work according to the physician's assessment, the employer shall:	Follow the physician's advice to change the operation site, reassign work or shorten working hours, and adopt health management measures	Dismiss the laborer immediately and report the dismissal to the labor inspection agency for record, without any other measures	Deduct part of the wages as a health management fee and require the laborer to sign a work risk consent form to continue working	Require the laborer to obtain self-paid treatment until recovery before returning, with wages during treatment borne by the laborer	a	第21條第1項：經醫師健康評估結果，不能適應原有工作者，應參採醫師之建議，變更其作業場所、更換工作或縮短工作時間，並採取健康管理措施。	Article 21(1): the employer shall follow the physician's advice to change the operation site, reassign work or shorten working hours, and adopt health management measures.	active	1		
OSH-0045	OSH	OSH-01	職業安全衛生法	第21條	民國114年12月19日	健康管理	2	雇主依健康檢查結果彙編之健康檢查手冊，其使用限制為何？	得提供保險公司作為行銷招攬使用	得作為裁員及資遣人選之參考資料	不得作為健康管理目的以外之用途	得作為年度考績評比及晉升之依據	What is the restriction on the use of the health examination handbook compiled by the employer?	It may be provided to insurance companies for marketing use	It may be used as a reference for selecting laborers to lay off	It shall not be used for purposes other than health management	It may be used for annual performance appraisal and promotion	c	第21條第2項：雇主應依檢查結果及個人健康注意事項，彙編成健康檢查手冊，發給勞工，並不得作為健康管理目的以外之用途。	Article 21(2): the employer shall compile a health examination handbook and issue it to the laborer; it shall not be used for purposes other than health management.	active	1		
OSH-0046	OSH	OSH-01	職業安全衛生法	第22條	民國114年12月19日	健康管理	1	事業單位勞工人數達多少人以上，應置勞工健康服務人員或委託勞工健康服務專業機構？	三百人	三十人	五十人	一百人	An enterprise with how many laborers or more shall appoint labor health service personnel or commission a professional labor health service institution?	300	30	50	100	c	第22條第1項：事業單位勞工人數在五十人以上者，應置勞工健康服務人員或委託勞工健康服務專業機構，辦理健康管理、職業病與工作相關疾病之預防及健康促進等事項。	Article 22(1): enterprises with 50 or more laborers shall appoint labor health service personnel or commission a professional institution for health management, prevention of occupational and work-related diseases, and health promotion.	active	1		
OSH-0047	OSH	OSH-01	職業安全衛生法	第22-1條	民國114年12月19日	職場霸凌	2	本法所稱「職場霸凌」，其行為特徵不包括下列何者？	持續以冒犯、威脅、冷落、孤立、侮辱等言行	逾越業務上必要且合理範圍	利用職務或權勢等關係	依規定進行之正常工作考核	Which of the following is NOT a characteristic of 'workplace bullying' under the Act?	Persistent offensive, threatening, isolating or insulting words or conduct	Exceeding the necessary and reasonable scope of business	Exploiting position or power relationships	Normal work performance evaluation conducted according to rules	d	第22條之1第1項：職場霸凌指勞工於勞動場所執行職務，因其事業單位人員利用職務或權勢等關係，逾越業務上必要且合理範圍，持續以冒犯、威脅、冷落、孤立、侮辱或其他不當之言詞或行為，致其身心健康遭受危害。但情節重大者，不以持續發生為必要。	Article 22-1(1): workplace bullying means enterprise personnel exploiting position or power, exceeding the necessary and reasonable scope of business, persistently harming a laborer's physical or mental health through offensive, threatening, isolating, insulting or other improper conduct; for serious cases persistence is not required.	active	1		
OSH-0048	OSH	OSH-01	職業安全衛生法	第22-1條	民國114年12月19日	職場霸凌	2	僱用勞工人數在幾人以上者，應訂定職場霸凌申訴管道並在工作場所公開揭示？	三十人	十人	五人	五十人	An employer with how many laborers or more shall establish workplace bullying complaint channels and publicly post them in the workplace?	30	10	5	50	b	第22條之1第2項第1款：勞工人數在十人以上者，應訂定職場霸凌申訴管道，並在工作場所公開揭示。	Article 22-1(2)(1): employers with 10 or more laborers shall establish workplace bullying complaint channels and publicly post them in the workplace.	active	1		
OSH-0049	OSH	OSH-01	職業安全衛生法	第22-1條	民國114年12月19日	職場霸凌	2	僱用勞工人數在幾人以上者，應訂定職場霸凌防治措施、申訴及懲處規範並公開揭示？	一百人	十人	三十人	五十人	An employer with how many laborers or more shall formulate workplace bullying prevention measures, complaint and disciplinary rules and publicly post them?	100	10	30	50	c	第22條之1第2項第2款：勞工人數在三十人以上者，應訂定職場霸凌防治措施、申訴及懲處規範，並在工作場所公開揭示。	Article 22-1(2)(2): employers with 30 or more laborers shall formulate workplace bullying prevention measures, complaint and disciplinary rules and publicly post them.	active	1		
OSH-0050	OSH	OSH-01	職業安全衛生法	第22-2條	民國114年12月19日	職場霸凌	3	雇主因接獲被霸凌勞工申訴而知悉時，對申訴事件進行調查；申訴人有意願者得予協調，若協調不成立應如何？	應續行調查	應即行結案不再處理	應由申訴人自行處理	應轉交警察機關處理	When an employer learns of bullying via a complaint and the complainant is willing to mediate, what happens if mediation fails?	The investigation shall continue	The case is closed with no further action	The matter is left to the complainant to pursue	The case is referred to the police station	a	第22條之2第1項第1款第3目：對申訴事件進行調查；申訴人有意願者，得予協調，如協調不成立時，應續行調查。	Article 22-2(1)(1)(iii): the employer shall investigate the complaint; mediation may be conducted if the complainant is willing, and if mediation fails the investigation shall continue.	active	1		
OSH-0051	OSH	OSH-01	職業安全衛生法	第22-2條	民國114年12月19日	職場霸凌	3	雇主僱用勞工人數達一定規模者，處理職場霸凌事件應組成調查小組，其外聘成員比例不得少於多少？	四分之三	二分之一	三分之二	三分之一	For employers of a certain scale, an investigation team for workplace bullying shall include externally appointed members of at least what proportion?	Three quarters	One half	Two thirds	One third	b	第22條之2第2項：雇主僱用勞工人數達一定規模者，應組成調查小組；其調查小組外聘成員比例不得少於二分之一。	Article 22-2(2): employers of a certain scale shall form an investigation team whose externally appointed members shall be no less than one half.	active	1		
OSH-0052	OSH	OSH-01	職業安全衛生法	第22-2條	民國114年12月19日	職場霸凌	3	雇主接獲被霸凌勞工申訴時，應於何處登錄？	中央主管機關指定之網站	勞工保險局指定之網站	所轄地方警察局之網站	事業單位內部公開布告欄	Where shall the employer register upon receiving a workplace bullying complaint?	The website designated by the central competent authority	The website designated by the Bureau of Labor Insurance	The website designated by the local police department	The internal bulletin board of the enterprise premises	a	第22條之2第3項：雇主接獲被霸凌勞工申訴時，應於中央主管機關指定之網站登錄；事件之處理結果，亦應於該網站登錄之。	Article 22-2(3): upon receiving a bullying complaint the employer shall register it on the website designated by the central competent authority, and the handling result shall also be registered there.	active	1		
OSH-0053	OSH	OSH-01	職業安全衛生法	第22-3條	民國114年12月19日	職場霸凌	2	勞工遭受職場霸凌，原則上應向雇主申訴；若被申訴人為最高負責人時，得向何者申訴？	逕向當地勞動檢查機構提出申訴	逕向所屬之企業工會提出申訴	逕向管轄之地方法院提起自訴	逕向直轄市或縣（市）主管機關	A bullied laborer generally complains to the employer; if the respondent is the top person in charge, the laborer may complain to:	The local labor inspection agency having jurisdiction	The enterprise labor union to which the laborer belongs	The competent district court by way of private prosecution	The municipal or county (city) competent authority directly	d	第22條之3第1項：勞工遭受職場霸凌，應向雇主提起申訴。但被申訴人為最高負責人時，得逕向直轄市或縣（市）主管機關提起申訴。	Article 22-3(1): complaints shall be filed with the employer, but when the respondent is the top person in charge, the laborer may file directly with the municipal or county (city) competent authority.	active	1		
OSH-0054	OSH	OSH-01	職業安全衛生法	第22-3條	民國114年12月19日	職場霸凌	3	勞工向直轄市或縣（市）主管機關提起職場霸凌申訴，自霸凌行為終了時起逾幾年者不予受理？	一年	三年	二年	五年	A workplace bullying complaint filed with the municipal or county (city) authority will not be accepted if more than how many years have passed since the bullying ended?	One year	Three years	Two years	Five years	b	第22條之3第2項：自職場霸凌行為終了時起，逾三年者，不予受理；事件發生時在職者，得於離職之日起一年內申訴，但有較長期限者從其規定。	Article 22-3(2): not accepted if more than three years have passed since the bullying ended; a laborer employed at the time may complain within one year of leaving, whichever is longer.	active	1		
OSH-0055	OSH	OSH-01	職業安全衛生法	第23條	民國114年12月19日	安全衛生管理	1	依本法第23條，雇主應依事業單位規模、性質，設置安全衛生組織、人員，並訂定何種計畫？	年度財務預算編列計畫	職業安全衛生管理計畫	全年營業行銷推廣計畫	員工人力招募訓練計畫	Under Article 23, the employer shall establish safety and health organizations and personnel according to the enterprise's scale and nature, and formulate what plan?	An annual financial budget preparation plan	An occupational safety and health management plan	An annual marketing and business promotion plan	An annual personnel recruitment and training plan	b	第23條第1項：雇主應依其事業單位之規模、性質，設置安全衛生組織、人員；並訂定職業安全衛生管理計畫，實施安全衛生管理及自動檢查。	Article 23(1): the employer shall establish safety and health organizations and personnel, formulate an occupational safety and health management plan, and implement safety and health management and self-inspection.	active	1		
OSH-0056	OSH	OSH-01	職業安全衛生法	第23條	民國114年12月19日	安全衛生管理	2	依本法第23條第2項，何種事業單位應建置職業安全衛生管理系統？	達一定規模或有第15條第1項所定工作場所者	僅上市上櫃等公開發行股票之事業單位	僅中央及地方政府所屬之公營事業單位	所有僱用勞工人數在五人以上之事業單位	Under Article 23(2), which enterprises shall establish an occupational safety and health management system?	Those reaching a certain scale or having workplaces defined in Article 15(1)	Only publicly listed companies whose shares are traded on the market	Only government agencies and state-owned enterprises at all levels	All enterprises employing five or more laborers, regardless of scale	a	第23條第2項：事業單位達一定規模或有第十五條第一項所定之工作場所者，應建置職業安全衛生管理系統。	Article 23(2): enterprises reaching a certain scale or having workplaces defined in Article 15(1) shall establish an occupational safety and health management system.	active	1		
OSH-0057	OSH	OSH-01	職業安全衛生法	第23條	民國114年12月19日	安全衛生管理	2	本法第23條所定安全衛生管理，應由何人綜理？	事業單位之職業安全衛生管理員	勞動檢查機構指派之勞動檢查員	企業工會推派之勞工代表或幹部	雇主、雇主代理人或工作場所負責人	Who shall have overall charge of the safety and health management under Article 23?	The occupational safety and health administrator of the unit	The labor inspector assigned by the labor inspection agency	The labor union representative elected by the laborers	The employer, the employer's agent or the workplace manager	d	第23條第4項：安全衛生管理應由雇主、雇主代理人或工作場所負責人綜理，並由事業單位各級主管依其職責指揮、監督所屬人員執行。	Article 23(4): safety and health management shall be under the overall charge of the employer, the employer's agent or the workplace manager, with supervisors at all levels directing and supervising their subordinates.	active	1		
OSH-0058	OSH	OSH-01	職業安全衛生法	第24條	民國114年12月19日	機械設備	1	具有危險性機械或設備之操作人員，雇主應僱用何種人員充任？	由承攬商或人力派遣公司指派之任何現場作業人員	在該事業單位連續任職三年以上之資深現場員工	經中央主管機關認可之教育訓練或經技能檢定之合格人員	領有普通小客車駕駛執照且年滿二十歲之任何人員	Operators of dangerous machinery or equipment shall be:	Any on-site worker assigned to the operating site by the contractor or by a manpower dispatch agency	Any senior on-site employee who has worked continuously at the same enterprise for three years or more	Persons qualified through training approved by the central competent authority or through skills certification	Any person aged twenty or over holding an ordinary motor vehicle driving licence issued by the police	c	第24條第1項：危險性機械或設備及其他特定機械之操作人員，雇主應僱用經中央主管機關認可之教育訓練或經技能檢定之合格人員充任之。	Article 24(1): the employer shall employ persons who have completed approved education and training or passed skills certification to operate dangerous machinery or equipment and other specified machinery.	active	1		
